epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2,lr/pg3,lr/pg4,lr/pg5,lr/pg6,lr/pg7
80,1650.18,1.10996,2.13249,1.646,0.80194,0.73016,0.79595,0.49988,1.32987,2.44823,2.27003,0.000726261,0.000242087,0.000726261,0.000242087,0.000726261,0.000242087,0.000726261,0.000242087
81,1668.27,1.06999,2.03326,1.65749,0.74918,0.76964,0.79124,0.50888,1.32156,2.42015,2.26174,0.000693264,0.000231088,0.000693264,0.000231088,0.000693264,0.000231088,0.000693264,0.000231088
82,1686.01,1.03262,2.0754,1.61542,0.72937,0.78893,0.79355,0.51301,1.31673,2.40826,2.27322,0.000660267,0.000220089,0.000660267,0.000220089,0.000660267,0.000220089,0.000660267,0.000220089
83,1705.72,1.08524,2.16089,1.65459,0.76676,0.76995,0.80663,0.52252,1.3353,2.4047,2.28081,0.000627271,0.00020909,0.000627271,0.00020909,0.000627271,0.00020909,0.000627271,0.00020909
84,1724.34,1.01699,1.94079,1.58743,0.75176,0.7499,0.80964,0.49458,1.36553,2.38865,2.31701,0.000594274,0.000198091,0.000594274,0.000198091,0.000594274,0.000198091,0.000594274,0.000198091
85,1742.29,1.04946,2.06897,1.61567,0.80102,0.74107,0.81313,0.49719,1.3571,2.36856,2.32146,0.000561277,0.000187092,0.000561277,0.000187092,0.000561277,0.000187092,0.000561277,0.000187092
86,1760.34,1.07501,2.03811,1.62136,0.76759,0.77444,0.80937,0.49209,1.34548,2.34951,2.30201,0.000528281,0.000176094,0.000528281,0.000176094,0.000528281,0.000176094,0.000528281,0.000176094
87,1778.54,1.06796,2.0615,1.65023,0.75271,0.76964,0.80824,0.48993,1.34624,2.36987,2.29609,0.000495284,0.000165095,0.000495284,0.000165095,0.000495284,0.000165095,0.000495284,0.000165095
88,1797.62,1.0016,1.96584,1.59858,0.83695,0.75536,0.81206,0.50154,1.33133,2.37268,2.27704,0.000462287,0.000154096,0.000462287,0.000154096,0.000462287,0.000154096,0.000462287,0.000154096
89,1815.28,1.04343,1.97479,1.66258,0.8575,0.75452,0.81686,0.51223,1.34068,2.36564,2.28352,0.00042929,0.000143097,0.00042929,0.000143097,0.00042929,0.000143097,0.00042929,0.000143097
90,1834.66,1.08653,1.99853,1.64981,0.8614,0.75472,0.82024,0.50411,1.37522,2.36023,2.31915,0.000396294,0.000132098,0.000396294,0.000132098,0.000396294,0.000132098,0.000396294,0.000132098
