epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2,lr/pg3,lr/pg4,lr/pg5,lr/pg6,lr/pg7
28,3664.71,0.98202,4.69048,1.32509,0.00747,0.05094,0.00576,0.00382,0.74241,4.75642,1.33602,0.000197829,6.5943e-05,0.000197829,6.5943e-05,0.000197829,6.5943e-05,0.000197829,6.5943e-05
29,3771.54,0.96463,4.68069,1.30883,0.00552,0.05185,0.00442,0.00313,0.7311,4.74558,1.32126,0.000195156,6.5052e-05,0.000195156,6.5052e-05,0.000195156,6.5052e-05,0.000195156,6.5052e-05
30,3878.65,0.97692,4.66717,1.32223,0.00862,0.05941,0.00631,0.00488,0.72439,4.73785,1.31276,0.000192483,6.4161e-05,0.000192483,6.4161e-05,0.000192483,6.4161e-05,0.000192483,6.4161e-05
31,3985.92,0.96088,4.6703,1.30094,0.00783,0.06153,0.00622,0.00494,0.69779,4.72104,1.29154,0.00018981,6.327e-05,0.00018981,6.327e-05,0.00018981,6.327e-05,0.00018981,6.327e-05
32,4094.35,0.93646,4.6571,1.29328,0.01269,0.06379,0.0083,0.0072,0.69341,4.71898,1.28671,0.000187137,6.2379e-05,0.000187137,6.2379e-05,0.000187137,6.2379e-05,0.000187137,6.2379e-05
33,4201.63,0.93986,4.6546,1.30031,0.01178,0.08186,0.00804,0.0062,0.6887,4.7067,1.27738,0.000184464,6.1488e-05,0.000184464,6.1488e-05,0.000184464,6.1488e-05,0.000184464,6.1488e-05
34,4308.98,0.93748,4.64656,1.29369,0.01172,0.0935,0.00867,0.00707,0.6803,4.69504,1.26682,0.000181791,6.0597e-05,0.000181791,6.0597e-05,0.000181791,6.0597e-05,0.000181791,6.0597e-05
35,4415.7,0.91009,4.64441,1.27357,0.00894,0.09675,0.00676,0.0054,0.66341,4.68544,1.25204,0.000179118,5.9706e-05,0.000179118,5.9706e-05,0.000179118,5.9706e-05,0.000179118,5.9706e-05
36,4522.33,0.92612,4.64751,1.28329,0.01212,0.09872,0.00907,0.00662,0.65476,4.67755,1.24004,0.000176445,5.8815e-05,0.000176445,5.8815e-05,0.000176445,5.8815e-05,0.000176445,5.8815e-05
37,4628.71,0.92022,4.63932,1.27869,0.01728,0.12789,0.01191,0.00881,0.63566,4.65912,1.22373,0.000173772,5.7924e-05,0.000173772,5.7924e-05,0.000173772,5.7924e-05,0.000173772,5.7924e-05
38,4734.98,0.90742,4.6445,1.2873,0.01895,0.13447,0.01364,0.01061,0.63783,4.65581,1.22034,0.000171099,5.7033e-05,0.000171099,5.7033e-05,0.000171099,5.7033e-05,0.000171099,5.7033e-05
39,4843.03,0.88039,4.62611,1.25397,0.01046,0.13439,0.00923,0.00737,0.61586,4.64706,1.20487,0.000168426,5.6142e-05,0.000168426,5.6142e-05,0.000168426,5.6142e-05,0.000168426,5.6142e-05
40,4952.11,0.9152,4.63802,1.27664,0.01664,0.15805,0.01327,0.01102,0.60902,4.63148,1.19763,0.000165753,5.5251e-05,0.000165753,5.5251e-05,0.000165753,5.5251e-05,0.000165753,5.5251e-05
41,5059.84,0.89615,4.61954,1.27279,0.01655,0.17203,0.01285,0.01045,0.6127,4.6288,1.19932,0.00016308,5.436e-05,0.00016308,5.436e-05,0.00016308,5.436e-05,0.00016308,5.436e-05
42,5167.16,0.87525,4.61846,1.25472,0.01606,0.16546,0.01296,0.01053,0.59572,4.62471,1.18862,0.000160407,5.3469e-05,0.000160407,5.3469e-05,0.000160407,5.3469e-05,0.000160407,5.3469e-05
43,5274.8,0.86911,4.60721,1.24435,0.01533,0.17808,0.01348,0.01112,0.58811,4.61372,1.18334,0.000157734,5.2578e-05,0.000157734,5.2578e-05,0.000157734,5.2578e-05,0.000157734,5.2578e-05
44,5382.01,0.86551,4.61321,1.25115,0.01674,0.19895,0.01409,0.01175,0.5801,4.60036,1.17372,0.000155061,5.1687e-05,0.000155061,5.1687e-05,0.000155061,5.1687e-05,0.000155061,5.1687e-05
45,5488.72,0.89535,4.62253,1.26834,0.01847,0.20659,0.01539,0.01249,0.5889,4.60404,1.17642,0.000152388,5.0796e-05,0.000152388,5.0796e-05,0.000152388,5.0796e-05,0.000152388,5.0796e-05
46,5596.41,0.87479,4.61044,1.25669,0.01872,0.21936,0.01584,0.013,0.58152,4.59708,1.16953,0.000149715,4.9905e-05,0.000149715,4.9905e-05,0.000149715,4.9905e-05,0.000149715,4.9905e-05
47,5704.42,0.86646,4.59949,1.24461,0.0174,0.21377,0.01493,0.01223,0.57589,4.59816,1.16847,0.000147042,4.9014e-05,0.000147042,4.9014e-05,0.000147042,4.9014e-05,0.000147042,4.9014e-05
48,5812.87,0.87348,4.59764,1.24617,0.01861,0.21043,0.0167,0.01418,0.56782,4.5992,1.16214,0.000144369,4.8123e-05,0.000144369,4.8123e-05,0.000144369,4.8123e-05,0.000144369,4.8123e-05
49,5920.76,0.87376,4.59472,1.24623,0.01707,0.22239,0.01584,0.01281,0.57982,4.59233,1.16955,0.000141696,4.7232e-05,0.000141696,4.7232e-05,0.000141696,4.7232e-05,0.000141696,4.7232e-05
50,6028.07,0.85361,4.59414,1.24198,0.01862,0.23782,0.01655,0.01383,0.57317,4.58715,1.16412,0.000139023,4.6341e-05,0.000139023,4.6341e-05,0.000139023,4.6341e-05,0.000139023,4.6341e-05
51,6136.7,0.85555,4.59008,1.24204,0.01873,0.25943,0.01816,0.0154,0.55925,4.57332,1.15172,0.00013635,4.545e-05,0.00013635,4.545e-05,0.00013635,4.545e-05,0.00013635,4.545e-05
52,6244.14,0.84402,4.57737,1.23122,0.01859,0.24536,0.01724,0.01422,0.56722,4.58295,1.16015,0.000133677,4.4559e-05,0.000133677,4.4559e-05,0.000133677,4.4559e-05,0.000133677,4.4559e-05
53,6351.37,0.83662,4.58431,1.22794,0.01726,0.26155,0.01775,0.0151,0.54965,4.57071,1.14487,0.000131004,4.3668e-05,0.000131004,4.3668e-05,0.000131004,4.3668e-05,0.000131004,4.3668e-05
54,6459.23,0.83761,4.58531,1.23144,0.01717,0.28423,0.01986,0.01721,0.55151,4.56164,1.14652,0.000128331,4.2777e-05,0.000128331,4.2777e-05,0.000128331,4.2777e-05,0.000128331,4.2777e-05
55,6567.29,0.82849,4.57666,1.22551,0.02064,0.27993,0.02102,0.01811,0.55,4.56298,1.14534,0.000125658,4.1886e-05,0.000125658,4.1886e-05,0.000125658,4.1886e-05,0.000125658,4.1886e-05
56,6675.54,0.82894,4.56393,1.21435,0.01837,0.30162,0.0208,0.01792,0.56217,4.55131,1.15106,0.000122985,4.0995e-05,0.000122985,4.0995e-05,0.000122985,4.0995e-05,0.000122985,4.0995e-05
57,6782.78,0.83571,4.55956,1.22701,0.0195,0.29398,0.01958,0.01678,0.54762,4.5515,1.14157,0.000120312,4.0104e-05,0.000120312,4.0104e-05,0.000120312,4.0104e-05,0.000120312,4.0104e-05
58,6890.05,0.83221,4.56689,1.23148,0.01349,0.32391,0.01706,0.01456,0.54549,4.53195,1.13575,0.000117639,3.9213e-05,0.000117639,3.9213e-05,0.000117639,3.9213e-05,0.000117639,3.9213e-05
59,6997.41,0.82927,4.5583,1.22613,0.01782,0.31748,0.019,0.01622,0.56265,4.54068,1.15109,0.000114966,3.8322e-05,0.000114966,3.8322e-05,0.000114966,3.8322e-05,0.000114966,3.8322e-05
60,7105.03,0.83543,4.56957,1.22723,0.01717,0.34455,0.01936,0.0168,0.55149,4.52531,1.14,0.000112293,3.7431e-05,0.000112293,3.7431e-05,0.000112293,3.7431e-05,0.000112293,3.7431e-05
61,7213.86,0.8268,4.55767,1.21992,0.01428,0.33715,0.01736,0.01509,0.54009,4.52663,1.13303,0.00010962,3.654e-05,0.00010962,3.654e-05,0.00010962,3.654e-05,0.00010962,3.654e-05
