epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2,lr/pg3,lr/pg4,lr/pg5,lr/pg6,lr/pg7
30,311.514,1.02576,2.8958,1.3482,0.55462,0.25714,0.34911,0.25184,0.84599,2.73938,1.4132,0.0023761,0.000792032,0.0023761,0.000792032,0.0023761,0.000792032,0.0023761,0.000792032
31,321.414,1.07318,2.89445,1.36933,0.53933,0.24286,0.3448,0.27105,0.81143,2.72813,1.39042,0.0023431,0.000781033,0.0023431,0.000781033,0.0023431,0.000781033,0.0023431,0.000781033
32,331.316,1.03133,2.87255,1.32625,0.5241,0.24286,0.33945,0.26842,0.80263,2.71876,1.37615,0.0023101,0.000770034,0.0023101,0.000770034,0.0023101,0.000770034,0.0023101,0.000770034
33,340.671,1.01554,2.88078,1.31885,0.53439,0.25855,0.35033,0.28118,0.76157,2.69844,1.34892,0.00227711,0.000759035,0.00227711,0.000759035,0.00227711,0.000759035,0.00227711,0.000759035
34,350.521,1.02169,2.83614,1.34403,0.52322,0.25714,0.33814,0.27146,0.76902,2.68101,1.34457,0.00224411,0.000748036,0.00224411,0.000748036,0.00224411,0.000748036,0.00224411,0.000748036
35,361.066,0.97938,2.78061,1.28267,0.35186,0.28571,0.36385,0.29185,0.73489,2.63195,1.31744,0.00221111,0.000737037,0.00221111,0.000737037,0.00221111,0.000737037,0.00221111,0.000737037
36,370.379,0.9812,2.73357,1.30556,0.3706,0.29436,0.38702,0.31552,0.71073,2.6141,1.30248,0.00217812,0.000726038,0.00217812,0.000726038,0.00217812,0.000726038,0.00217812,0.000726038
37,379.879,0.91399,2.74024,1.26839,0.36941,0.28973,0.38896,0.31523,0.71006,2.60081,1.30032,0.00214512,0.00071504,0.00214512,0.00071504,0.00214512,0.00071504,0.00214512,0.00071504
38,390.056,0.98604,2.76003,1.28895,0.37377,0.3,0.3998,0.32278,0.70765,2.57393,1.29367,0.00211212,0.000704041,0.00211212,0.000704041,0.00211212,0.000704041,0.00211212,0.000704041
39,399.268,0.87769,2.71526,1.25357,0.38525,0.3,0.39866,0.32845,0.69961,2.55498,1.28356,0.00207913,0.000693042,0.00207913,0.000693042,0.00207913,0.000693042,0.00207913,0.000693042
40,408.913,0.91221,2.73639,1.27826,0.37586,0.29403,0.41986,0.34917,0.69272,2.52895,1.27204,0.00204613,0.000682043,0.00204613,0.000682043,0.00204613,0.000682043,0.00204613,0.000682043
41,418.211,0.97704,2.70295,1.30871,0.36704,0.31107,0.42679,0.35339,0.69241,2.48738,1.26328,0.00201313,0.000671044,0.00201313,0.000671044,0.00201313,0.000671044,0.00201313,0.000671044
42,427.673,1.01183,2.73228,1.30655,0.36232,0.3,0.4201,0.35189,0.68001,2.46587,1.24807,0.00198014,0.000660045,0.00198014,0.000660045,0.00198014,0.000660045,0.00198014,0.000660045
43,437.283,0.95404,2.70698,1.2937,0.19802,0.32857,0.42161,0.35253,0.67218,2.43391,1.22703,0.00194714,0.000649046,0.00194714,0.000649046,0.00194714,0.000649046,0.00194714,0.000649046
44,446.643,0.91308,2.65021,1.25368,0.19532,0.34286,0.42087,0.34674,0.65758,2.41258,1.21489,0.00191414,0.000638047,0.00191414,0.000638047,0.00191414,0.000638047,0.00191414,0.000638047
45,456.492,0.84996,2.60515,1.19172,0.21898,0.3569,0.43436,0.36289,0.64688,2.3846,1.20373,0.00188115,0.000627048,0.00188115,0.000627048,0.00188115,0.000627048,0.00188115,0.000627048
46,465.758,0.90015,2.59087,1.29733,0.21702,0.37143,0.45273,0.38021,0.65114,2.34401,1.20263,0.00184815,0.000616049,0.00184815,0.000616049,0.00184815,0.000616049,0.00184815,0.000616049
47,475.225,0.86534,2.54499,1.23088,0.22983,0.39071,0.46903,0.38612,0.64756,2.31993,1.19697,0.00181515,0.000605051,0.00181515,0.000605051,0.00181515,0.000605051,0.00181515,0.000605051
48,484.503,0.85469,2.57958,1.20697,0.25239,0.44095,0.46958,0.38893,0.6512,2.29879,1.19356,0.00178216,0.000594052,0.00178216,0.000594052,0.00178216,0.000594052,0.00178216,0.000594052
49,493.963,0.84965,2.54183,1.23417,0.2594,0.43853,0.46983,0.38795,0.64278,2.28848,1.19143,0.00174916,0.000583053,0.00174916,0.000583053,0.00174916,0.000583053,0.00174916,0.000583053
50,503.456,0.86603,2.55138,1.20469,0.28171,0.48381,0.47711,0.38826,0.64453,2.26966,1.18785,0.00171616,0.000572054,0.00171616,0.000572054,0.00171616,0.000572054,0.00171616,0.000572054
51,513.702,0.82124,2.43667,1.21849,0.313,0.52214,0.49241,0.41087,0.64016,2.23965,1.1861,0.00168316,0.000561055,0.00168316,0.000561055,0.00168316,0.000561055,0.00168316,0.000561055
52,524.42,0.90825,2.55336,1.23875,0.321,0.57054,0.49444,0.39867,0.64482,2.20859,1.18465,0.00165017,0.000550056,0.00165017,0.000550056,0.00165017,0.000550056,0.00165017,0.000550056
53,533.96,0.84281,2.35156,1.19661,0.32633,0.60278,0.51464,0.42289,0.64173,2.16047,1.17879,0.00161717,0.000539057,0.00161717,0.000539057,0.00161717,0.000539057,0.00161717,0.000539057
54,543.27,0.77537,2.38256,1.18258,0.32218,0.58216,0.51337,0.42888,0.63842,2.14233,1.18036,0.00158417,0.000528058,0.00158417,0.000528058,0.00158417,0.000528058,0.00158417,0.000528058
55,552.743,0.92214,2.56366,1.27378,0.31457,0.58682,0.52188,0.43184,0.64067,2.11482,1.18125,0.00155118,0.000517059,0.00155118,0.000517059,0.00155118,0.000517059,0.00155118,0.000517059
56,562.104,0.84238,2.46858,1.1974,0.31989,0.65136,0.5094,0.42476,0.64906,2.10548,1.19141,0.00151818,0.00050606,0.00151818,0.00050606,0.00151818,0.00050606,0.00151818,0.00050606
57,571.455,0.87499,2.46212,1.21196,0.32279,0.62975,0.51208,0.42755,0.63827,2.07894,1.183,0.00148518,0.000495062,0.00148518,0.000495062,0.00148518,0.000495062,0.00148518,0.000495062
58,580.929,0.8165,2.33268,1.21028,0.32127,0.62177,0.52207,0.43981,0.62495,2.06357,1.17458,0.00145219,0.000484063,0.00145219,0.000484063,0.00145219,0.000484063,0.00145219,0.000484063
59,592.057,0.93088,2.46803,1.25922,0.35154,0.64587,0.52941,0.44913,0.60951,2.01518,1.15873,0.00141919,0.000473064,0.00141919,0.000473064,0.00141919,0.000473064,0.00141919,0.000473064
60,601.607,0.88052,2.41723,1.20132,0.36628,0.64857,0.54591,0.47383,0.5979,2.00038,1.14952,0.00138619,0.000462065,0.00138619,0.000462065,0.00138619,0.000462065,0.00138619,0.000462065
61,610.967,0.76684,2.25748,1.14925,0.38263,0.67714,0.56106,0.48692,0.59726,1.96594,1.14384,0.0013532,0.000451066,0.0013532,0.000451066,0.0013532,0.000451066,0.0013532,0.000451066
62,620.296,0.88513,2.36318,1.2319,0.44415,0.6709,0.56767,0.49351,0.59116,1.95749,1.1446,0.0013202,0.000440067,0.0013202,0.000440067,0.0013202,0.000440067,0.0013202,0.000440067
63,629.517,0.76027,2.27078,1.1745,0.4419,0.69143,0.57824,0.50468,0.57723,1.93196,1.13343,0.0012872,0.000429068,0.0012872,0.000429068,0.0012872,0.000429068,0.0012872,0.000429068
64,639.034,0.78828,2.31255,1.18581,0.45166,0.67631,0.58841,0.51572,0.56942,1.91868,1.13004,0.00125421,0.000418069,0.00125421,0.000418069,0.00125421,0.000418069,0.00125421,0.000418069
65,648.789,0.86736,2.35274,1.22379,0.46557,0.6616,0.60522,0.53303,0.55727,1.91843,1.12414,0.00122121,0.00040707,0.00122121,0.00040707,0.00122121,0.00040707,0.00122121,0.00040707
66,659.058,0.84775,2.32244,1.19729,0.50293,0.61281,0.61211,0.54055,0.54774,1.90275,1.11797,0.00118821,0.000396071,0.00118821,0.000396071,0.00118821,0.000396071,0.00118821,0.000396071
67,668.836,0.78205,2.23802,1.17589,0.50409,0.6219,0.63719,0.55976,0.54056,1.84173,1.11053,0.00115522,0.000385073,0.00115522,0.000385073,0.00115522,0.000385073,0.00115522,0.000385073
68,678.064,0.87548,2.36319,1.28314,0.5459,0.63481,0.64627,0.56534,0.52909,1.8324,1.10361,0.00112222,0.000374074,0.00112222,0.000374074,0.00112222,0.000374074,0.00112222,0.000374074
69,687.848,0.80687,2.17449,1.19788,0.55851,0.62596,0.63995,0.56936,0.51854,1.80839,1.0966,0.00108922,0.000363075,0.00108922,0.000363075,0.00108922,0.000363075,0.00108922,0.000363075
70,697.629,0.84785,2.29694,1.21031,0.57605,0.67886,0.65469,0.58407,0.51024,1.7871,1.08802,0.00105623,0.000352076,0.00105623,0.000352076,0.00105623,0.000352076,0.00105623,0.000352076
71,706.885,0.7783,2.28014,1.14221,0.53171,0.6781,0.64539,0.58114,0.50483,1.79407,1.08744,0.00102323,0.000341077,0.00102323,0.000341077,0.00102323,0.000341077,0.00102323,0.000341077
72,716.473,0.75465,2.22672,1.14597,0.52074,0.7311,0.65977,0.5922,0.4959,1.77897,1.08011,0.000990234,0.000330078,0.000990234,0.000330078,0.000990234,0.000330078,0.000990234,0.000330078
73,727.987,0.82737,2.21369,1.24069,0.55391,0.71906,0.65056,0.5848,0.49205,1.7825,1.0778,0.000957238,0.000319079,0.000957238,0.000319079,0.000957238,0.000319079,0.000957238,0.000319079
74,737.323,0.7755,2.18257,1.16623,0.52182,0.66429,0.6692,0.59909,0.4938,1.79958,1.08017,0.000924241,0.00030808,0.000924241,0.00030808,0.000924241,0.00030808,0.000924241,0.00030808
75,747.344,0.78276,2.08958,1.16566,0.50674,0.74143,0.65215,0.59622,0.47765,1.76183,1.06919,0.000891244,0.000297081,0.000891244,0.000297081,0.000891244,0.000297081,0.000891244,0.000297081
76,756.636,0.86182,2.22689,1.25284,0.50755,0.78367,0.65843,0.60149,0.47785,1.76599,1.06847,0.000858247,0.000286083,0.000858247,0.000286083,0.000858247,0.000286083,0.000858247,0.000286083
77,765.889,0.74479,2.07984,1.14113,0.5175,0.78968,0.66005,0.6028,0.46811,1.75641,1.06273,0.000825251,0.000275084,0.000825251,0.000275084,0.000825251,0.000275084,0.000825251,0.000275084
78,775.238,0.78612,2.05858,1.1936,0.52028,0.74482,0.66454,0.60357,0.47474,1.75569,1.06239,0.000792254,0.000264085,0.000792254,0.000264085,0.000792254,0.000264085,0.000792254,0.000264085
79,784.789,0.76389,2.12449,1.16171,0.52024,0.79062,0.67191,0.61216,0.47374,1.76544,1.06171,0.000759257,0.000253086,0.000759257,0.000253086,0.000759257,0.000253086,0.000759257,0.000253086
80,794.616,0.75336,2.03924,1.16963,0.5453,0.6747,0.66895,0.61172,0.474,1.74802,1.0588,0.000726261,0.000242087,0.000726261,0.000242087,0.000726261,0.000242087,0.000726261,0.000242087
81,804.101,0.76416,2.13906,1.13805,0.54999,0.67062,0.6726,0.61987,0.46817,1.74288,1.05636,0.000693264,0.000231088,0.000693264,0.000231088,0.000693264,0.000231088,0.000693264,0.000231088
82,813.683,0.7248,2.07717,1.1324,0.5794,0.66901,0.68334,0.62378,0.47681,1.75706,1.06151,0.000660267,0.000220089,0.000660267,0.000220089,0.000660267,0.000220089,0.000660267,0.000220089
83,823.553,0.76604,2.03963,1.15824,0.59987,0.68155,0.69707,0.6362,0.47633,1.7224,1.05777,0.000627271,0.00020909,0.000627271,0.00020909,0.000627271,0.00020909,0.000627271,0.00020909
84,832.851,0.80282,2.09919,1.17588,0.5952,0.69477,0.71854,0.65547,0.47803,1.70823,1.05813,0.000594274,0.000198091,0.000594274,0.000198091,0.000594274,0.000198091,0.000594274,0.000198091
85,842.348,0.77606,2.06826,1.14137,0.59203,0.66531,0.72496,0.66254,0.47809,1.70901,1.05792,0.000561277,0.000187092,0.000561277,0.000187092,0.000561277,0.000187092,0.000561277,0.000187092
86,852,0.79236,2.12805,1.1779,0.59913,0.66087,0.72451,0.66047,0.47788,1.71766,1.05948,0.000528281,0.000176094,0.000528281,0.000176094,0.000528281,0.000176094,0.000528281,0.000176094
87,861.773,0.8285,2.14757,1.16547,0.53026,0.78116,0.72897,0.66558,0.47528,1.70622,1.05854,0.000495284,0.000165095,0.000495284,0.000165095,0.000495284,0.000165095,0.000495284,0.000165095
88,871.385,0.75635,2.01644,1.14543,0.52524,0.79061,0.72528,0.66132,0.47899,1.706,1.0594,0.000462287,0.000154096,0.000462287,0.000154096,0.000462287,0.000154096,0.000462287,0.000154096
89,881.14,0.80758,2.10695,1.20005,0.60456,0.70096,0.74149,0.67359,0.47873,1.69044,1.06011,0.00042929,0.000143097,0.00042929,0.000143097,0.00042929,0.000143097,0.00042929,0.000143097
90,890.92,0.79228,2.07907,1.20595,0.55591,0.83328,0.74045,0.67349,0.47277,1.67803,1.05538,0.000396294,0.000132098,0.000396294,0.000132098,0.000396294,0.000132098,0.000396294,0.000132098
91,900.947,0.81229,2.06373,1.17359,0.52534,0.84301,0.73836,0.67726,0.47544,1.66622,1.05841,0.000363297,0.000121099,0.000363297,0.000121099,0.000363297,0.000121099,0.000363297,0.000121099
92,910.183,0.75103,1.97717,1.15738,0.66662,0.62516,0.73944,0.67727,0.47754,1.66768,1.05831,0.0003303,0.0001101,0.0003303,0.0001101,0.0003303,0.0001101,0.0003303,0.0001101
93,919.609,0.78469,2.00277,1.20219,0.53333,0.83004,0.74624,0.68361,0.48015,1.66059,1.06025,0.000297304,9.91012e-05,0.000297304,9.91012e-05,0.000297304,9.91012e-05,0.000297304,9.91012e-05
94,929.618,0.70755,1.98261,1.13088,0.55655,0.77569,0.75256,0.68768,0.4764,1.6567,1.0596,0.000264307,8.81023e-05,0.000264307,8.81023e-05,0.000264307,8.81023e-05,0.000264307,8.81023e-05
95,938.886,0.78613,2.06504,1.18808,0.69174,0.61228,0.75429,0.69194,0.47151,1.66055,1.05646,0.00023131,7.71034e-05,0.00023131,7.71034e-05,0.00023131,7.71034e-05,0.00023131,7.71034e-05
96,948.541,0.81918,2.01056,1.19827,0.6605,0.64545,0.7616,0.69655,0.47299,1.65711,1.0559,0.000198314,6.61045e-05,0.000198314,6.61045e-05,0.000198314,6.61045e-05,0.000198314,6.61045e-05
97,958.187,0.75007,1.95005,1.1054,0.67231,0.62832,0.76681,0.70168,0.47153,1.66127,1.0565,0.000165317,5.51056e-05,0.000165317,5.51056e-05,0.000165317,5.51056e-05,0.000165317,5.51056e-05
98,967.801,0.77466,1.9921,1.1659,0.55422,0.80805,0.7674,0.70279,0.47627,1.66028,1.06033,0.00013232,4.41067e-05,0.00013232,4.41067e-05,0.00013232,4.41067e-05,0.00013232,4.41067e-05
99,977.84,0.86929,2.08099,1.23576,0.57055,0.79897,0.76541,0.69596,0.47172,1.65382,1.05704,9.93234e-05,3.31078e-05,9.93234e-05,3.31078e-05,9.93234e-05,3.31078e-05,9.93234e-05,3.31078e-05
100,987.028,0.78849,1.98256,1.1543,0.5575,0.78124,0.76473,0.69719,0.47487,1.65224,1.05729,6.63267e-05,2.21089e-05,6.63267e-05,2.21089e-05,6.63267e-05,2.21089e-05,6.63267e-05,2.21089e-05
